id,id_item,name_en,rarity,type,gender,slot_1,slot_2,slot_3,defense_base,defense_max,defense_augment_max,defense_fire,defense_water,defense_thunder,defense_ice,defense_dragon
66,66,High Metal Coil,3,waist,both,0,0,0,18,46,70,0,-1,-2,3,0
67,67,High Metal Greaves,3,legs,both,0,0,0,18,46,70,0,-1,-2,3,0
68,68,King Beetle Vertex,3,head,male,0,0,0,22,50,74,-1,-1,2,0,2
69,69,King Beetle Thorax,3,chest,male,0,0,0,22,50,74,-1,-1,2,0,2
70,70,King Beetle Brachia,3,arms,male,0,0,0,22,50,74,-1,-1,2,0,2
71,71,King Beetle Elytra,3,waist,male,0,0,0,22,50,74,-1,-1,2,0,2
72,72,King Beetle Crura,3,legs,male,0,0,0,22,50,74,-1,-1,2,0,2
73,174,Butterfly Vertex,3,head,male,0,0,0,22,50,74,-1,-1,2,0,2
74,175,Butterfly Thorax,3,chest,male,0,0,0,22,50,74,-1,-1,2,0,2
75,176,Butterfly Brachia,3,arms,male,0,0,0,22,50,74,-1,-1,2,0,2
76,177,Butterfly Elytra,3,waist,male,0,0,0,22,50,74,-1,-1,2,0,2
77,178,Butterfly Crura,3,legs,male,0,0,0,22,50,74,-1,-1,2,0,2
78,73,Shamos Goggles,3,head,both,0,0,0,22,50,74,2,2,0,-3,0
79,74,Hornetaur Helm,3,head,both,0,0,0,18,46,70,-1,-1,0,0,2
80,75,Hornetaur Mail,3,chest,both,0,0,0,18,46,70,-1,-1,0,0,2
81,76,Hornetaur Vambraces,3,arms,both,0,0,0,18,46,70,-1,-1,0,0,2
82,77,Hornetaur Coil,3,waist,both,0,0,0,18,46,70,-1,-1,0,0,2
83,78,Hornetaur Greaves,3,legs,both,0,0,0,18,46,70,-1,-1,0,0,2
84,79,Anja Helm,3,head,both,0,0,0,20,48,72,3,-3,-1,-1,0
85,80,Anja Mail,3,chest,both,0,0,0,20,48,72,3,-3,-1,-1,0
86,81,Anja Vambraces,3,arms,both,0,0,0,20,48,72,3,-3,-1,-1,0
87,82,Anja Coil,3,waist,both,0,0,0,20,48,72,3,-3,-1,-1,0
88,83,Anja Greaves,3,legs,both,0,0,0,20,48,72,3,-3,-1,-1,0
89,84,Rathian Helm,3,head,both,0,0,0,22,50,74,2,0,-2,0,-3
90,85,Rathian Mail,3,chest,both,0,0,0,22,50,74,2,0,-2,0,-3
91,86,Rathian Vambraces,3,arms,both,0,0,0,22,50,74,2,0,-2,0,-3
92,87,Rathian Coil,3,waist,both,0,0,0,22,50,74,2,0,-2,0,-3
93,88,Rathian Greaves,3,legs,both,0,0,0,22,50,74,2,0,-2,0,-3
94,89,Tzitzi Headgear,3,head,both,0,0,0,18,46,70,0,0,-3,-2,0
95,90,Tzitzi Mail,3,chest,both,0,0,0,18,46,70,0,0,-3,-2,0
96,91,Tzitzi Vambraces,3,arms,both,0,0,0,18,46,70,0,0,-3,-2,0
97,92,Tzitzi Coil,3,waist,both,0,0,0,18,46,70,0,0,-3,-2,0
98,93,Tzitzi Greaves,3,legs,both,0,0,0,18,46,70,0,0,-3,-2,0
99,94,Lumu Hat,3,head,both,0,0,0,20,48,72,-3,2,0,1,0
100,95,Lumu Mail,3,chest,both,0,0,0,20,48,72,-3,2,0,1,0
101,96,Lumu Vambraces,3,arms,both,0,0,0,20,48,72,-3,2,0,1,0
102,97,Lumu Coil,3,waist,both,0,0,0,20,48,72,-3,2,0,1,0
103,98,Lumu Greaves,3,legs,both,0,0,0,20,48,72,-3,2,0,1,0
104,99,Girros Mask,3,head,both,0,0,0,20,48,72,0,-3,2,0,1
105,100,Girros Mail,3,chest,both,0,0,0,20,48,72,0,-3,2,0,1
106,101,Girros Vambraces,3,arms,both,0,0,0,20,48,72,0,-3,2,0,1
107,102,Girros Coil,3,waist,both,0,0,0,20,48,72,0,-3,2,0,1
108,103,Girros Greaves,3,legs,both,0,0,0,20,48,72,0,-3,2,0,1
109,104,Baan Helm,3,head,both,0,0,0,24,52,76,0,2,0,-1,-2
110,105,Baan Mail,3,chest,both,0,0,0,24,52,76,0,2,0,-1,-2
111,106,Baan Vambraces,3,arms,both,0,0,0,24,52,76,0,2,0,-1,-2
112,107,Baan Coil,3,waist,both,0,0,0,24,52,76,0,2,0,-1,-2
113,108,Baan Greaves,3,legs,both,0,0,0,24,52,76,0,2,0,-1,-2
114,109,Ingot Helm,4,head,both,0,0,0,28,52,72,-2,0,3,-1,0
115,110,Ingot Mail,4,chest,both,0,0,0,28,52,72,-2,0,3,-1,0
116,111,Ingot Vambraces,4,arms,both,0,0,0,28,52,72,-2,0,3,-1,0
117,112,Ingot Coil,4,waist,both,0,0,0,28,52,72,-2,0,3,-1,0
118,113,Ingot Greaves,4,legs,both,0,0,0,28,52,72,-2,0,3,-1,0
119,114,Death Stench Brain,4,head,both,0,0,0,32,56,76,3,2,-2,3,-4
120,115,Death Stench Muscle,4,chest,both,0,0,0,32,56,76,3,2,-2,3,-4
121,116,Death Stench Grip,4,arms,both,0,0,0,32,56,76,3,2,-2,3,-4
122,117,Death Stench Bowels,4,waist,both,0,0,0,32,56,76,3,2,-2,3,-4
123,118,Death Stench Heel,4,legs,both,0,0,0,32,56,76,3,2,-2,3,-4
124,119,Brigade Lobos,4,head,both,0,0,0,28,52,72,1,0,2,0,2
125,120,Brigade Suit,4,chest,both,0,0,0,28,52,72,1,0,2,0,2
126,121,Brigade Vambraces,4,arms,both,0,0,0,28,52,72,1,0,2,0,2
127,122,Brigade Coil,4,waist,both,0,0,0,28,52,72,1,0,2,0,2
128,123,Brigade Boots,4,legs,both,0,0,0,28,52,72,1,0,2,0,2
129,124,Legiana Helm,4,head,both,0,0,0,30,54,74,-1,2,-3,3,0
130,125,Legiana Mail,4,chest,both,0,0,0,30,54,74,-1,2,-3,3,0
131,126,Legiana Vambraces,4,arms,both,0,0,0,30,54,74,-1,2,-3,3,0
132,127,Legiana Coil,4,waist,both,0,0,0,30,54,74,-1,2,-3,3,0
133,128,Legiana Greaves,4,legs,both,0,0,0,30,54,74,-1,2,-3,3,0
134,129,Odogaron Helm,4,head,both,0,0,0,30,54,74,2,2,-2,-3,0
135,130,Odogaron Mail,4,chest,both,0,0,0,30,54,74,2,2,-2,-3,0
136,131,Odogaron Vambraces,4,arms,both,0,0,0,30,54,74,2,2,-2,-3,0
137,132,Odogaron Coil,4,waist,both,0,0,0,30,54,74,2,2,-2,-3,0
138,133,Odogaron Greaves,4,legs,both,0,0,0,30,54,74,2,2,-2,-3,0
139,134,Rathalos Helm,4,head,both,0,0,0,30,54,74,3,1,-2,1,-3
140,135,Rathalos Mail,4,chest,both,0,0,0,30,54,74,3,1,-2,1,-3
141,136,Rathalos Vambraces,4,arms,both,0,0,0,30,54,74,3,1,-2,1,-3
142,137,Rathalos Coil,4,waist,both,0,0,0,30,54,74,3,1,-2,1,-3
143,138,Rathalos Greaves,4,legs,both,0,0,0,30,54,74,3,1,-2,1,-3
144,139,Diablos Helm,4,head,both,0,0,0,32,56,76,3,-2,0,-3,2
145,140,Diablos Mail,4,chest,both,0,0,0,32,56,76,3,-2,0,-3,2
146,141,Diablos Vambraces,4,arms,both,0,0,0,32,56,76,3,-2,0,-3,2
147,142,Diablos Coil,4,waist,both,0,0,0,32,56,76,3,-2,0,-3,2
148,143,Diablos Greaves,4,legs,both,0,0,0,32,56,76,3,-2,0,-3,2
149,144,Kirin Horn,4,head,both,0,0,0,34,58,78,-3,-2,4,-2,2
150,145,Kirin Jacket,4,chest,both,0,0,0,34,58,78,-3,-2,4,-2,2
151,146,Kirin Longarms,4,arms,both,0,0,0,34,58,78,-3,-2,4,-2,2
152,147,Kirin Hoop,4,waist,both,0,0,0,34,58,78,-3,-2,4,-2,2
153,148,Kirin Leg Guards,4,legs,both,0,0,0,34,58,78,-3,-2,4,-2,2
154,149,Blossom Headgear,3,head,both,0,0,0,18,46,70,1,1,4,1,1
155,150,Blossom Vest,3,chest,both,0,0,0,18,46,70,1,1,4,1,1
156,151,Blossom Cuffs,3,arms,both,0,0,0,18,46,70,1,1,4,1,1
157,152,Blossom Coat,3,waist,both,0,0,0,18,46,70,1,1,4,1,1
158,153,Blossom Boots,3,legs,both,0,0,0,18,46,70,1,1,4,1,1
159,179,Leather Headgear α,5,head,both,0,0,0,32,54,70,2,0,0,0,0
160,180,Leather Mail α,5,chest,both,0,0,0,32,54,70,2,0,0,0,0
161,181,Leather Gloves α,5,arms,both,0,0,0,32,54,70,2,0,0,0,0
162,182,Leather Belt α,5,waist,both,0,0,0,32,54,70,2,0,0,0,0
163,183,Leather Trousers α,5,legs,both,0,0,0,32,54,70,2,0,0,0,0
164,184,Leather Headgear β,5,head,both,1,0,0,32,54,70,2,0,0,0,0
165,185,Leather Mail β,5,chest,both,1,0,0,32,54,70,2,0,0,0,0
166,186,Leather Gloves β,5,arms,both,1,0,0,32,54,70,2,0,0,0,0
167,187,Leather Belt β,5,waist,both,1,0,0,32,54,70,2,0,0,0,0
168,188,Leather Trousers β,5,legs,both,1,0,0,32,54,70,2,0,0,0,0
169,189,Chainmail Headgear α,5,head,both,0,0,0,32,54,70,0,2,0,0,0
170,190,Chainmail Armor α,5,chest,both,0,0,0,32,54,70,0,2,0,0,0
171,191,Chainmail Gloves α,5,arms,both,0,0,0,32,54,70,0,2,0,0,0
172,192,Chainmail Belt α,5,waist,both,0,0,0,32,54,70,0,2,0,0,0
173,193,Chainmail Trousers α,5,legs,both,0,0,0,32,54,70,0,2,0,0,0
174,194,Chainmail Headgear β,5,head,both,1,0,0,32,54,70,0,2,0,0,0
175,195,Chainmail Armor β,5,chest,both,1,0,0,32,54,70,0,2,0,0,0
176,196,Chainmail Gloves β,5,arms,both,1,0,0,32,54,70,0,2,0,0,0
177,197,Chainmail Belt β,5,waist,both,1,0,0,32,54,70,0,2,0,0,0
178,198,Chainmail Trousers β,5,legs,both,1,0,0,32,54,70,0,2,0,0,0
179,199,Hunter's Headgear α,5,head,both,0,0,0,36,58,74,2,2,0,0,0
180,200,Hunter's Mail α,5,chest,both,0,0,0,36,58,74,2,2,0,0,0
181,201,Hunter's Vambraces α,5,arms,both,0,0,0,36,58,74,2,2,0,0,0
182,202,Hunter's Coil α,5,waist,both,0,0,0,36,58,74,2,2,0,0,0
183,203,Hunter's Greaves α,5,legs,both,0,0,0,36,58,74,2,2,0,0,0
184,204,Hunter's Headgear β,5,head,both,1,0,0,36,58,74,2,2,0,0,0
185,205,Hunter's Mail β,5,chest,both,1,0,0,36,58,74,2,2,0,0,0
186,206,Hunter's Vambraces β,5,arms,both,1,0,0,36,58,74,2,2,0,0,0
187,207,Hunter's Coil β,5,waist,both,1,0,0,36,58,74,2,2,0,0,0
188,208,Hunter's Greaves β,5,legs,both,1,0,0,36,58,74,2,2,0,0,0
189,209,Bone Helm α,5,head,both,0,0,0,36,58,74,2,0,2,0,2
190,210,Bone Mail α,5,chest,both,0,0,0,36,58,74,2,0,2,0,2
191,211,Bone Vambraces α,5,arms,both,0,0,0,36,58,74,2,0,2,0,2
192,212,Bone Coil α,5,waist,both,0,0,0,36,58,74,2,0,2,0,2
193,213,Bone Greaves α,5,legs,both,0,0,0,36,58,74,2,0,2,0,2
194,214,Bone Helm β,5,head,both,1,0,0,36,58,74,2,0,2,0,2
195,215,Bone Mail β,5,chest,both,1,0,0,36,58,74,2,0,2,0,2
196,216,Bone Vambraces β,5,arms,both,1,0,0,36,58,74,2,0,2,0,2
197,217,Bone Coil β,5,waist,both,1,0,0,36,58,74,2,0,2,0,2
198,218,Bone Greaves β,5,legs,both,1,0,0,36,58,74,2,0,2,0,2
199,219,Alloy Helm α,5,head,both,0,0,0,36,58,74,-2,0,-2,-2,0
200,220,Alloy Mail α,5,chest,both,0,0,0,36,58,74,-2,0,-2,-2,0
201,221,Alloy Vambraces α,5,arms,both,0,0,0,36,58,74,-2,0,-2,-2,0
202,222,Alloy Coil α,5,waist,both,0,0,0,36,58,74,-2,0,-2,-2,0
203,223,Alloy Greaves α,5,legs,both,0,0,0,36,58,74,-2,0,-2,-2,0
204,224,Alloy Helm β,5,head,both,1,0,0,36,58,74,-2,0,-2,-2,0
205,225,Alloy Mail β,5,chest,both,1,0,0,36,58,74,-2,0,-2,-2,0
206,226,Alloy Vambraces β,5,arms,both,1,0,0,36,58,74,-2,0,-2,-2,0
207,227,Alloy Coil β,5,waist,both,1,0,0,36,58,74,-2,0,-2,-2,0
208,228,Alloy Greaves β,5,legs,both,1,0,0,36,58,74,-2,0,-2,-2,0
209,229,King Beetle Vertex α,5,head,male,0,0,0,42,64,80,-1,-1,2,0,2
210,230,King Beetle Thorax α,5,chest,male,0,0,0,42,64,80,-1,-1,2,0,2
211,231,King Beetle Brachia α,5,arms,male,1,0,0,42,64,80,-1,-1,2,0,2
212,232,King Beetle Elytra α,5,waist,male,1,0,0,42,64,80,-1,-1,2,0,2
213,233,King Beetle Crura α,5,legs,male,1,0,0,42,64,80,-1,-1,2,0,2
214,234,King Beetle Vertex β,5,head,male,1,0,0,42,64,80,-1,-1,2,0,2
215,235,King Beetle Thorax β,5,chest,male,1,0,0,42,64,80,-1,-1,2,0,2
216,236,King Beetle Brachia β,5,arms,male,2,1,0,42,64,80,-1,-1,2,0,2
217,237,King Beetle Elytra β,5,waist,male,2,1,0,42,64,80,-1,-1,2,0,2
218,238,King Beetle Crura β,5,legs,male,2,1,0,42,64,80,-1,-1,2,0,2
219,709,Butterfly Vertex α,5,head,male,1,0,0,42,64,80,-1,-1,2,0,2
220,710,Butterfly Thorax α,5,chest,male,0,0,0,42,64,80,-1,-1,2,0,2
221,711,Butterfly Brachia α,5,arms,male,0,0,0,42,64,80,-1,-1,2,0,2
222,712,Butterfly Elytra α,5,waist,male,1,0,0,42,64,80,-1,-1,2,0,2
223,713,Butterfly Crura α,5,legs,male,0,0,0,42,64,80,-1,-1,2,0,2
224,714,Butterfly Vertex β,5,head,male,2,0,0,42,64,80,-1,-1,2,0,2
225,715,Butterfly Thorax β,5,chest,male,1,0,0,42,64,80,-1,-1,2,0,2
226,716,Butterfly Brachia β,5,arms,male,1,0,0,42,64,80,-1,-1,2,0,2
227,717,Butterfly Elytra β,5,waist,male,3,0,0,42,64,80,-1,-1,2,0,2
228,718,Butterfly Crura β,5,legs,male,1,0,0,42,64,80,-1,-1,2,0,2
229,239,Vespoid Helm α,5,head,both,0,0,0,38,60,76,-2,1,1,1,2
230,240,Vespoid Mail α,5,chest,both,0,0,0,38,60,76,-2,1,1,1,2
231,241,Vespoid Vambraces α,5,arms,both,0,0,0,38,60,76,-2,1,1,1,2
232,242,Vespoid Coil α,5,waist,both,0,0,0,38,60,76,-2,1,1,1,2
233,243,Vespoid Greaves α,5,legs,both,0,0,0,38,60,76,-2,1,1,1,2
234,244,Vespoid Helm β,5,head,both,1,0,0,38,60,76,-2,1,1,1,2
235,245,Vespoid Mail β,5,chest,both,1,0,0,38,60,76,-2,1,1,1,2
236,246,Vespoid Vambraces β,5,arms,both,1,0,0,38,60,76,-2,1,1,1,2
237,247,Vespoid Coil β,5,waist,both,1,0,0,38,60,76,-2,1,1,1,2
238,248,Vespoid Greaves β,5,legs,both,1,0,0,38,60,76,-2,1,1,1,2
239,249,Hornetaur Helm α,5,head,both,0,0,0,38,60,76,-1,-1,0,0,2
240,250,Hornetaur Mail α,5,chest,both,0,0,0,38,60,76,-1,-1,0,0,2
241,251,Hornetaur Vambraces α,5,arms,both,0,0,0,38,60,76,-1,-1,0,0,2
242,252,Hornetaur Coil α,5,waist,both,0,0,0,38,60,76,-1,-1,0,0,2
243,253,Hornetaur Greaves α,5,legs,both,0,0,0,38,60,76,-1,-1,0,0,2
244,254,Hornetaur Helm β,5,head,both,1,0,0,38,60,76,-1,-1,0,0,2
245,255,Hornetaur Mail β,5,chest,both,1,0,0,38,60,76,-1,-1,0,0,2
246,256,Hornetaur Vambraces β,5,arms,both,1,0,0,38,60,76,-1,-1,0,0,2
247,257,Hornetaur Coil β,5,waist,both,1,0,0,38,60,76,-1,-1,0,0,2
248,258,Hornetaur Greaves β,5,legs,both,1,0,0,38,60,76,-1,-1,0,0,2
249,259,Mosswine Mask α,5,head,both,0,0,0,40,62,78,2,2,2,2,2
250,260,Kestodon Guards α,5,arms,both,0,0,0,40,62,78,4,0,0,0,0
251,261,Kestodon Guards β,5,arms,both,1,0,0,40,62,78,4,0,0,0,0
252,262,Gajau Boots α,5,legs,both,0,0,0,40,62,78,0,5,0,0,0
253,263,Gajau Boots β,5,legs,both,1,0,0,40,62,78,0,5,0,0,0
254,264,Shamos Goggles α,5,head,both,0,0,0,40,62,78,2,2,0,-3,0
255,265,Shamos Goggles β,5,head,both,1,0,0,40,62,78,2,2,0,-3,0
256,266,Jagras Helm α,5,head,both,0,0,0,40,62,78,-2,2,-1,-1,1
257,267,Jagras Mail α,5,chest,both,0,0,0,40,62,78,-2,2,-1,-1,1
258,268,Jagras Vambraces α,5,arms,both,0,0,0,40,62,78,-2,2,-1,-1,1
259,269,Jagras Coil α,5,waist,both,0,0,0,40,62,78,-2,2,-1,-1,1
260,270,Jagras Greaves α,5,legs,both,0,0,0,40,62,78,-2,2,-1,-1,1
261,271,Jagras Helm β,5,head,both,1,0,0,40,62,78,-2,2,-1,-1,1
262,272,Jagras Mail β,5,chest,both,1,0,0,40,62,78,-2,2,-1,-1,1
263,273,Jagras Vambraces β,5,arms,both,1,0,0,40,62,78,-2,2,-1,-1,1
264,274,Jagras Coil β,5,waist,both,1,0,0,40,62,78,-2,2,-1,-1,1
265,275,Jagras Greaves β,5,legs,both,1,0,0,40,62,78,-2,2,-1,-1,1
266,276,Kulu Headpiece α,5,head,both,0,0,0,40,62,78,0,-3,0,1,0
267,277,Kulu Mail α,5,chest,both,0,0,0,40,62,78,0,-3,0,1,0
268,278,Kulu Vambraces α,5,arms,both,0,0,0,40,62,78,0,-3,0,1,0
269,279,Kulu Coil α,5,waist,both,0,0,0,40,62,78,0,-3,0,1,0
270,280,Kulu Greaves α,5,legs,both,0,0,0,40,62,78,0,-3,0,1,0
271,281,Kulu Headpiece β,5,head,both,1,1,0,40,62,78,0,-3,0,1,0
272,282,Kulu Mail β,5,chest,both,1,0,0,40,62,78,0,-3,0,1,0
273,283,Kulu Vambraces β,5,arms,both,2,0,0,40,62,78,0,-3,0,1,0
274,284,Kulu Coil β,5,waist,both,2,0,0,40,62,78,0,-3,0,1,0
275,285,Kulu Greaves β,5,legs,both,1,0,0,40,62,78,0,-3,0,1,0
276,286,Tzitzi Headgear α,5,head,both,0,0,0,40,62,78,0,0,-3,-2,0
277,287,Tzitzi Mail α,5,chest,both,0,0,0,40,62,78,0,0,-3,-2,0
278,288,Tzitzi Vambraces α,5,arms,both,0,0,0,40,62,78,0,0,-3,-2,0
279,289,Tzitzi Coil α,5,waist,both,0,0,0,40,62,78,0,0,-3,-2,0
280,290,Tzitzi Greaves α,5,legs,both,0,0,0,40,62,78,0,0,-3,-2,0
281,291,Tzitzi Headgear β,5,head,both,1,0,0,40,62,78,0,0,-3,-2,0
282,292,Tzitzi Mail β,5,chest,both,1,1,0,40,62,78,0,0,-3,-2,0
283,293,Tzitzi Vambraces β,5,arms,both,1,0,0,40,62,78,0,0,-3,-2,0
284,294,Tzitzi Coil β,5,waist,both,2,0,0,40,62,78,0,0,-3,-2,0
285,295,Tzitzi Greaves β,5,legs,both,1,0,0,40,62,78,0,0,-3,-2,0
286,296,Girros Mask α,5,head,both,0,0,0,40,62,78,0,-3,2,0,1
287,297,Girros Mail α,5,chest,both,0,0,0,40,62,78,0,-3,2,0,1
288,298,Girros Vambraces α,5,arms,both,0,0,0,40,62,78,0,-3,2,0,1
289,299,Girros Coil α,5,waist,both,0,0,0,40,62,78,0,-3,2,0,1
290,300,Girros Greaves α,5,legs,both,0,0,0,40,62,78,0,-3,2,0,1
291,301,Girros Mask β,5,head,both,1,0,0,40,62,78,0,-3,2,0,1
292,302,Girros Mail β,5,chest,both,1,0,0,40,62,78,0,-3,2,0,1
293,303,Girros Vambraces β,5,arms,both,1,0,0,40,62,78,0,-3,2,0,1
294,304,Girros Coil β,5,waist,both,1,0,0,40,62,78,0,-3,2,0,1
295,305,Girros Greaves β,5,legs,both,1,0,0,40,62,78,0,-3,2,0,1
296,306,Pukei Hood α,5,head,both,0,0,0,42,64,80,0,3,-3,0,1
297,307,Pukei Mail α,5,chest,both,0,0,0,42,64,80,0,3,-3,0,1
298,308,Pukei Vambraces α,5,arms,both,0,0,0,42,64,80,0,3,-3,0,1
299,309,Pukei Coil α,5,waist,both,0,0,0,42,64,80,0,3,-3,0,1
300,310,Pukei Greaves α,5,legs,both,0,0,0,42,64,80,0,3,-3,0,1
301,311,Pukei Hood β,5,head,both,1,1,0,42,64,80,0,3,-3,0,1
302,312,Pukei Mail β,5,chest,both,1,0,0,42,64,80,0,3,-3,0,1
303,313,Pukei Vambraces β,5,arms,both,1,1,0,42,64,80,0,3,-3,0,1
304,314,Pukei Coil β,5,waist,both,1,0,0,42,64,80,0,3,-3,0,1
305,315,Pukei Greaves β,5,legs,both,2,0,0,42,64,80,0,3,-3,0,1
306,316,Barroth Helm α,5,head,both,0,0,0,42,64,80,-3,-1,3,-1,0
307,317,Barroth Mail α,5,chest,both,0,0,0,42,64,80,-3,-1,3,-1,0
308,318,Barroth Vambraces α,5,arms,both,0,0,0,42,64,80,-3,-1,3,-1,0
309,319,Barroth Coil α,5,waist,both,0,0,0,42,64,80,-3,-1,3,-1,0
310,320,Barroth Greaves α,5,legs,both,0,0,0,42,64,80,-3,-1,3,-1,0
311,321,Barroth Helm β,5,head,both,1,0,0,42,64,80,-3,-1,3,-1,0
312,322,Barroth Mail β,5,chest,both,1,0,0,42,64,80,-3,-1,3,-1,0
313,323,Barroth Vambraces β,5,arms,both,1,0,0,42,64,80,-3,-1,3,-1,0
314,324,Barroth Coil β,5,waist,both,2,0,0,42,64,80,-3,-1,3,-1,0
315,325,Barroth Greaves β,5,legs,both,1,1,0,42,64,80,-3,-1,3,-1,0
316,326,Anja Helm α,5,head,both,0,0,0,44,66,82,3,-3,-1,-1,0
